objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"MindTrap II","5425","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","6985730","5.46894","5.31884","1.9412","30283","1284","thing","MindTrap II","2","10","60","60","60","1997","3,4,5,6,7,8","4,6","12","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Pressman Toy Corp.","English","1997","Pressman edition"
"Monopoly","1406","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","6985750","4.2925","4.36774","1.6165","31326","60979","thing","Monopoly","2","8","180","180","60","1936","3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Parker Brothers","English","1936","Parker Brothers Small Box Popular Edition (aka #8 or 'green')"
"Mosaic: A Story of Civilization","329551","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","107506371","6.80909","7.45931","3.0538","753","8977","thing","Mosaic: A Story of Civilization","2","6","120","120","120","2022","3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Forbidden Games","English","2022","English Colossus edition"
"Munchkin Cthulhu","25071","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","14162274","5.87951","6.19951","1.7243","4097","14013","thing","Munchkin Cthulhu","3","6","90","90","90","2007","3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","3242","851442","2007","2193","","standalone","","","","","","","","","","","","","","",""
"Muse","234396","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","67315898","6.03139","6.575","1.1111","3054","5111","thing","Muse","2","12","30","30","30","2017","4,5,6,7,8","4,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","2193","","standalone","","","","","","","","","","","","","","",""
"Mysterium","181304","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","60487442","7.04557","7.18756","1.8896","460","85581","thing","Mysterium","2","7","42","42","42","2019","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Libellud","Italian","2019","Italian edition"
"Mysterium: Segni Nascosti","192661","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","60487444","6.74789","7.74392","1.7381","0","14202","thing","Mysterium: Hidden Signs","2","7","42","42","42","2019","3,4,5,6,7","5,6,7","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Libellud","Italian","2019","Italian edition"
"Mysterium: Segreti e Bugie","216465","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","60487449","6.54112","7.81738","1.7273","0","10540","thing","Mysterium: Secrets & Lies","2","7","42","42","42","2019","3,4,5,6,7","4,5","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","asmodee; Libellud","Italian","2019","Italian edition"
"Mysterium: The Meeple Promo Cards","202669","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","60487451","5.59852","7.28784","1.5","0","795","thing","Mysterium: The Meeple Promo Cards","2","7","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","Libellud","French","2016","First edition"
"Mystery House: Avventure in Scatola","269537","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","66204382","5.72173","6.27849","2.125","5987","2494","thing","Mystery House: Adventures in a Box","1","5","60","60","60","2019","1,2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Cranio Creations","Italian","2019","Italian edition"
"Nations","126042","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","20945550","7.23624","7.58729","3.5413","275","13249","thing","Nations","1","5","200","200","40","2013","1,2,3,4,5","3,4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Asterion Press","Italian","2013","Italian edition"
"Nations: Kreml (Promokarte)","149248","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","20886794","5.59597","7.33566","2.75","0","911","thing","Nations: Kremlin promo card","1","5","0","0","0","2013","1,2,3,4","3,4","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Lautapelit.fi","German","2013","Lautapelit.fi German edition"
"Nations: Mechanical Turk promo card","149249","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","20886795","5.58439","7.18615","2.6667","0","913","thing","Nations: Mechanical Turk promo card","0","0","0","0","0","2013","","","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Lautapelit.fi","English","2013","Lautapelit.fi English edition"
"Neuroshima Hex!","21241","6","0","0","1","0","0","0","0","0","0","0","1","","","","","","12069080","7.07075","7.3829","2.6075","424","17655","thing","Neuroshima Hex","2","4","30","30","30","2010","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","HomoLudicus; Portal Games; Rocks Games; Stratelibri","Dutch; German; Italian; Polish; Spanish","2010","Multilingual edition 2.5 edition"
"New Angeles","205716","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819466","6.38204","7.04117","3.2212","1654","6318","thing","New Angeles","4","6","240","240","120","2017","4,5,6","6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","asmodee","Italian","2017","Italian edition"
"Newton","244711","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","81885524","7.02315","7.49169","3.3701","486","10605","thing","Newton","1","4","90","90","90","2018","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cranio Creations","Italian","2018","Italian edition"
"La notte dei vampiri","166388","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","66204844","0","7.21818","1","0","80","thing","Vampire Mafia","3","16","30","30","30","2018","5,6,7,8,9,10,11,12,13,14","8","12+","","","","","","","standalone","","","","","","","","","","","","Pendragon Game Studio","Italian","2018","Italian edition"
"Novembre Rosso","36946","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","11414298","6.08221","6.28691","2.0732","2778","11775","thing","Red November","1","8","120","120","60","2008","1,2,3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","24","USD","","","2010-10-19","","1","","","","Nexus Editrice","Italian","2008","Italian edition"
"Nuns on the Run","65515","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","11515110","6.12281","6.49376","2.0699","2577","6245","thing","Nuns on the Run","2","8","60","60","45","2010","4,5,6,7,8","5,6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Mayfair Games","English","2010","English edition"
"Oltre","293835","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","107506389","6.45411","7.45463","2.2524","1455","5804","thing","Oltréé","2","4","60","60","60","2022","1,2,3,4","2,4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","GateOnGames; Studio H","Italian","2022","Italian edition"
"Oltre: Vivi e Non Morti","352979","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","107506391","5.66812","8.08582","2.125","0","1648","thing","Oltréé: Undead & Alive","2","4","120","120","60","2023","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","GateOnGames","Italian","2023","Italian edition"
"One Small Step","282227","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133410405","5.63988","6.87898","3.2","7904","915","thing","One Small Step","2","4","120","120","60","2022","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Fever Games","Italian","2022","Italian edition"
"Onitama","160477","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","60487477","7.13426","7.33236","1.6553","365","39847","thing","Onitama","2","2","20","20","15","2018","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Arcane Wonders; Raven Distribution","Italian","2018","Raven Distribution Italian edition"
"ONO 99","7803","6","0","0","1","0","0","0","0","0","0","0","3","","","","","","6985748","5.51657","5.71256","1.1562","20863","2082","thing","ONO 99","2","8","0","0","0","1980","2,3,4,5,6","3,4","8+","No necessary in-game text","","","1990","2193","","standalone","","","","","","","","","","","","","","",""
"Operation: Mata Hari","443200","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133411486","0","6.11111","2","0","20","thing","Operation: Mata Hari","3","8","45","45","30","2025","3,4,5,6,7","7","","","","","","","","standalone","","","","","","","","","","","","TambùGames","English; French; German; Italian; Portuguese; Spanish","2025","Multilingual edition"
"Original Stratego","1917","9","3","2","1","0","0","0","0","0","0","0","3","","","","","","8896999","6.01573","6.16544","1.849","3124","33380","thing","Stratego","2","2","45","45","45","2010","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Jumbo","English","2010","Jumbo edition 2010"
"Othello","2389","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","6985738","5.96055","6.16512","2.0708","3471","16636","thing","Othello","2","2","30","30","30","1978","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Gabriel","English","1978","Gabriel edition 1978 with rolltop piece trays"
"The Palaces of Carrara","129948","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133410476","6.58523","7.11073","2.5894","1144","4937","thing","The Palaces of Carrara","2","4","60","60","60","2012","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Z-Man Games","English","2012","English edition"
"Paleo","300531","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","111309190","7.30605","7.64257","2.6575","236","30851","thing","Paleo","2","4","60","60","45","2020","1,2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Giochi Uniti; Hans im Glück","Italian","2020","Italian edition"
"Pandemic","30549","9","8","0","1","0","0","0","0","0","0","0","1","","","","","","10642449","7.40036","7.5104","2.3934","174","228928","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","2","","","","Z-Man Games","English","2008","English first edition 2008"
"Pandemic: Il Regno di Cthulhu","192153","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","111309391","6.94964","7.35458","2.1752","569","21839","thing","Reign of Cthulhu","2","4","40","40","40","2016","1,2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Asterion Press; Z-Man Games","Italian","2016","Italian edition"
"Pandemic: On the Brink","40849","9","5","0","1","0","0","0","0","0","0","0","3","","","","","","11515064","7.6863","8.02777","2.6536","0","54209","thing","Pandemic: On the Brink","2","5","45","45","45","2009","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Z-Man Games","English","2009","English first edition"
"Pictomania","252526","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60487503","6.60216","7.55846","1.4386","1108","5380","thing","Pictomania (Second Edition)","3","6","40","40","20","2018","3,4,5,6","5,6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Cranio Creations","Italian","2018","Italian edition"
